recipe_id,recipe_name,row_order,row_type,ing_name,ing_qty,sr28_long_desc,ndb_no,portion_desc,portion_grams,serving_count,notes,game_food,animal
SWEET_028,Pound Cake,0,dish,,custom (g),"Cake, pound, commercially prepared, butter (includes fresh and frozen)",18120,custom (g),100.0,1,,,
SWEET_028,Pound Cake,1,ingredient,unsalted butter (room temperature),1 cup,"Butter, without salt",1145,g,227,1,,,
SWEET_028,Pound Cake,2,ingredient,sugar,1 cup,"Sugars, granulated",19335,g,198,1,,,
SWEET_028,Pound Cake,3,ingredient,large egg (room temperature),4 large eggs,"Egg, whole, raw, fresh",1123,g,200,1,,,
SWEET_028,Pound Cake,4,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,,,
SWEET_028,Pound Cake,5,ingredient,all-purpose flour,2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,240,1,,,
SWEET_028,Pound Cake,6,ingredient,baking powder,1 teaspoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,4,1,,,
SWEET_028,Pound Cake,7,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,,,
SWEET_028,Pound Cake,8,ingredient,sour cream (room temperature),1/4 cup,"Cream, sour, cultured",1056,g,58,1,,,
SWEET_029,Brownies (Fudgy),0,dish,,custom (g),"Cookies, brownies, prepared from recipe",18154,custom (g),100.0,1,,,
SWEET_029,Brownies (Fudgy),1,ingredient,vegetable shortening,2/3 cup,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,130,1,section=batter,,
SWEET_029,Brownies (Fudgy),2,ingredient,unsalted butter,1/4 cup,"Butter, without salt",1145,g,57,1,section=batter,,
SWEET_029,Brownies (Fudgy),3,ingredient,granulated sugar,1 cup + 1 tablespoon,"Sugars, granulated",19335,g,210,1,section=batter,,
SWEET_029,Brownies (Fudgy),4,ingredient,large eggs,2 large,"Egg, whole, raw, fresh",1123,g,100,1,section=batter,,
SWEET_029,Brownies (Fudgy),5,ingredient,pure vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=batter,,
SWEET_029,Brownies (Fudgy),6,ingredient,all-purpose flour,2/3 cup,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,80,1,section=batter,,
SWEET_029,Brownies (Fudgy),7,ingredient,unsweetened cocoa powder,1 cup + 1 tablespoon,"Cocoa, dry powder, unsweetened",19165,g,95,1,section=batter,,
SWEET_029,Brownies (Fudgy),8,ingredient,table salt,scant 1 teaspoon,"Salt, table",2047,g,5.5,1,section=batter,,
SWEET_030,"Cookies, Oatmeal with Raisins",0,dish,,custom (g),"Cookies, oatmeal, prepared from recipe, with raisins",18184,custom (g),100.0,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",1,ingredient,unsalted butter,1/2 cup + 6 tbsp,"Butter, without salt",1145,g,199,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",2,ingredient,brown sugar,3/4 cup packed,"Sugars, brown",19334,g,165,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",3,ingredient,sugar,1/2 cup,"Sugars, granulated",19335,g,100,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",4,ingredient,large egg,2 large,"Egg, whole, raw, fresh",1123,g,100,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",5,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",6,ingredient,all-purpose enriched white flour,1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,185,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",7,ingredient,baking soda,1 teaspoon,"Leavening agents, baking soda",18372,g,5,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",8,ingredient,ground cinnamon,1 teaspoon,"Spices, cinnamon, ground",2010,g,2.6,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",9,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",10,ingredient,rolled oats (regular/quick oats),3 cups,"Cereals, oats, regular and quick, not fortified, dry",8120,g,300,1,,,
SWEET_030,"Cookies, Oatmeal with Raisins",11,ingredient,raisins,1 cup,"Raisins, seedless",9298,g,140,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",0,dish,,custom (g),"Cookies, sugar, prepared from recipe, made with margarine",18208,custom (g),100.0,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",1,ingredient,all-purpose enriched white flour,2¾ cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,350,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",2,ingredient,baking powder,2 teaspoons,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,8,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",3,ingredient,salt,½ teaspoon,"Salt, table",2047,g,3,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",4,ingredient,margarine stick salted,1 cup (2 sticks),"Margarine, regular, 80% fat, composite, stick, with salt",4610,g,227,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",5,ingredient,sugar,¾ cup,"Sugars, granulated",19335,g,155,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",6,ingredient,large egg,2 large,"Egg, whole, raw, fresh",1123,g,100,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",7,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,,,
SWEET_031,"Cookies, Sugar, from Recipe with Margarine",8,ingredient,sugar,¼ cup for rolling,"Sugars, granulated",19335,g,50,1,section=rolling,,
SWEET_032,"Cookies, Gingersnaps",0,dish,,custom (g),"Cookies, gingersnaps",18172,custom (g),100.0,1,,,
SWEET_032,"Cookies, Gingersnaps",1,ingredient,all-purpose enriched white flour,2¼ cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,270,1,,,
SWEET_032,"Cookies, Gingersnaps",2,ingredient,baking soda,2 teaspoons,"Leavening agents, baking soda",18372,g,10,1,,,
SWEET_032,"Cookies, Gingersnaps",3,ingredient,salt,½ teaspoon,"Salt, table",2047,g,3,1,,,
SWEET_032,"Cookies, Gingersnaps",4,ingredient,unsalted butter,½ cup (1 stick),"Butter, without salt",1145,g,113,1,,,
SWEET_032,"Cookies, Gingersnaps",5,ingredient,sugar,1 cup,"Sugars, granulated",19335,g,200,1,,,
SWEET_032,"Cookies, Gingersnaps",6,ingredient,molasses,½ cup,Molasses,19304,g,170,1,,,
SWEET_032,"Cookies, Gingersnaps",7,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,,,
SWEET_032,"Cookies, Gingersnaps",8,ingredient,ground ginger,2 teaspoons,"Spices, ginger, ground",2021,g,3.6,1,,,
SWEET_032,"Cookies, Gingersnaps",9,ingredient,ground cinnamon,1 teaspoon,"Spices, cinnamon, ground",2010,g,2.6,1,,,
SWEET_032,"Cookies, Gingersnaps",10,ingredient,ground cloves,½ teaspoon,"Spices, cloves, ground",2011,g,2.1,1,,,
SWEET_032,"Cookies, Gingersnaps",11,ingredient,sugar,¼ cup for rolling,"Sugars, granulated",19335,g,50,1,section=rolling,,
SWEET_033,"Cookies, Butter, Homemade",0,dish,,custom (g),"Cookies, butter, commercially prepared, enriched",18155,custom (g),100.0,1,,,
SWEET_033,"Cookies, Butter, Homemade",1,ingredient,unsalted butter,1 cup (2 sticks),"Butter, without salt",1145,g,227,1,,,
SWEET_033,"Cookies, Butter, Homemade",2,ingredient,sugar,1 cup,"Sugars, granulated",19335,g,200,1,,,
SWEET_033,"Cookies, Butter, Homemade",3,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,,,
SWEET_033,"Cookies, Butter, Homemade",4,ingredient,vanilla extract,2 teaspoons,Vanilla extract,2050,g,8.4,1,,,
SWEET_033,"Cookies, Butter, Homemade",5,ingredient,all-purpose enriched white flour,2¼ cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,280,1,,,
SWEET_033,"Cookies, Butter, Homemade",6,ingredient,salt,¼ teaspoon,"Salt, table",2047,g,1.5,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",0,dish,,custom (g),"Cookies, chocolate chip, refrigerated dough, baked",18164,custom (g),100.0,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",1,ingredient,all-purpose enriched white flour,2¼ cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,280,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",2,ingredient,baking soda,1 teaspoon,"Leavening agents, baking soda",18372,g,5,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",3,ingredient,salt,½ teaspoon,"Salt, table",2047,g,3,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",4,ingredient,unsalted butter,"¾ cup (1½ sticks, melted)","Butter, without salt",1145,g,170,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",5,ingredient,brown sugar,¾ cup packed,"Sugars, brown",19334,g,150,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",6,ingredient,sugar,½ cup,"Sugars, granulated",19335,g,100,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",7,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",8,ingredient,egg yolks,1 egg yolk,"Egg, yolk, raw, fresh",1125,g,18,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",9,ingredient,vanilla extract,2 teaspoons,Vanilla extract,2050,g,8.4,1,,,
SWEET_034,"Cookies, Chocolate Chip, Homemade",10,ingredient,chocolate chips semi-sweet,2 cups,"Chocolate, dark, cacao solids 45-59%, including coatings",14106,g,340,1,,,
SWEET_035,"Cookies, Fig Bars",0,dish,,custom (g),"Cookies, fig bars",18170,custom (g),100.0,1,,,
SWEET_035,"Cookies, Fig Bars",1,ingredient,dried figs,2 cups,"Figs, dried, uncooked",9094,g,300,1,section=filling,,
SWEET_035,"Cookies, Fig Bars",2,ingredient,ice water,¾ cup,"Water, tap, drinking",14411,g,180,1,section=filling,,
SWEET_035,"Cookies, Fig Bars",3,ingredient,all-purpose enriched white flour,1⅓ cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,180,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",4,ingredient,unsalted butter,⅓ cup + 2 tbsp,"Butter, without salt",1145,g,70,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",5,ingredient,brown sugar,⅓ cup packed,"Sugars, brown",19334,g,80,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",6,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",7,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",8,ingredient,baking powder,1 teaspoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,4,1,section=crust,,
SWEET_035,"Cookies, Fig Bars",9,ingredient,salt,¼ teaspoon,"Salt, table",2047,g,1.5,1,section=crust,,
SWEET_036,"Cookies, Coconut Macaroon",0,dish,,custom (g),"Cookies, coconut macaroon",28309,custom (g),100.0,1,,,
SWEET_036,"Cookies, Coconut Macaroon",1,ingredient,egg whites,4 large,"Egg, white, raw, fresh",1124,g,132,1,section=macaroons,,
SWEET_036,"Cookies, Coconut Macaroon",2,ingredient,sugar,1/2 cup,"Sugars, granulated",19335,g,100,1,section=macaroons,,
SWEET_036,"Cookies, Coconut Macaroon",3,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=macaroons,,
SWEET_036,"Cookies, Coconut Macaroon",4,ingredient,salt,1/8 teaspoon,"Salt, table",2047,g,0.75,1,section=macaroons,,
SWEET_036,"Cookies, Coconut Macaroon",5,ingredient,sweetened shredded coconut,1 (14-ounce) bag (about 5 1/3 cups),"Nuts, coconut meat, dried (desiccated), sweetened, shredded",12179,g,397,1,section=macaroons,,
SWEET_037,"Cookies, Molasses",0,dish,,custom (g),"Cookies, molasses",18177,custom (g),100.0,1,,,
SWEET_037,"Cookies, Molasses",1,ingredient,unsalted butter,3/4 cup,"Butter, without salt",1145,g,170,1,section=cookies,,
SWEET_037,"Cookies, Molasses",2,ingredient,brown sugar,3/4 cup packed,"Sugars, brown",19334,g,165,1,section=cookies,,
SWEET_037,"Cookies, Molasses",3,ingredient,molasses,1/3 cup,Molasses,19304,g,110,1,section=cookies,,
SWEET_037,"Cookies, Molasses",4,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,section=cookies,,
SWEET_037,"Cookies, Molasses",5,ingredient,all-purpose enriched white flour,2 1/4 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,281,1,section=cookies,,
SWEET_037,"Cookies, Molasses",6,ingredient,baking soda,1 1/2 teaspoons,"Leavening agents, baking soda",18372,g,7.5,1,section=cookies,,
SWEET_037,"Cookies, Molasses",7,ingredient,ground cinnamon,1 teaspoon,"Spices, cinnamon, ground",2010,g,2.6,1,section=cookies,,
SWEET_037,"Cookies, Molasses",8,ingredient,ground ginger,1 teaspoon,"Spices, ginger, ground",2021,g,2,1,section=cookies,,
SWEET_037,"Cookies, Molasses",9,ingredient,ground cloves,1/4 teaspoon,"Spices, cloves, ground",2011,g,0.5,1,section=cookies,,
SWEET_037,"Cookies, Molasses",10,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=cookies,,
SWEET_037,"Cookies, Molasses",11,ingredient,sugar,3 tablespoons (for rolling),"Sugars, granulated",19335,g,36,1,optional;section=cookies,,
SWEET_038,"Cookies, Peanut Butter",0,dish,,custom (g),"Cookies, peanut butter, refrigerated dough, baked",18188,custom (g),100.0,1,,,
SWEET_038,"Cookies, Peanut Butter",1,ingredient,unsalted butter,1/2 cup,"Butter, without salt",1145,g,113,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",2,ingredient,sugar,1/2 cup,"Sugars, granulated",19335,g,100,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",3,ingredient,brown sugar,1/2 cup packed,"Sugars, brown",19334,g,106,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",4,ingredient,smooth peanut butter,3/4 cup,"Peanut butter, smooth style, with salt",16098,g,198,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",5,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",6,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,optional;section=cookies,,
SWEET_038,"Cookies, Peanut Butter",7,ingredient,all-purpose enriched white flour,1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,180,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",8,ingredient,baking soda,1 teaspoon,"Leavening agents, baking soda",18372,g,5,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",9,ingredient,baking powder,1/2 teaspoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,2,1,optional;section=cookies,,
SWEET_038,"Cookies, Peanut Butter",10,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=cookies,,
SWEET_038,"Cookies, Peanut Butter",11,ingredient,sugar,2 tablespoons (for rolling),"Sugars, granulated",19335,g,25,1,optional;section=rolling,,
SWEET_039,"Cookies, Shortbread",0,dish,,custom (g),"Cookies, shortbread, commercially prepared, plain",18192,custom (g),100.0,1,,,
SWEET_039,"Cookies, Shortbread",1,ingredient,unsalted butter,1 cup (slightly scant),"Butter, without salt",1145,g,224,1,section=shortbread,,
SWEET_039,"Cookies, Shortbread",2,ingredient,sugar,3/4 cup,"Sugars, granulated",19335,g,150,1,section=shortbread,,
SWEET_039,"Cookies, Shortbread",3,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=shortbread,,
SWEET_039,"Cookies, Shortbread",4,ingredient,salt,1 teaspoon,"Salt, table",2047,g,6,1,section=shortbread,,
SWEET_039,"Cookies, Shortbread",5,ingredient,all-purpose enriched white flour,2 1/2 cups + 1 tablespoon,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,320,1,section=shortbread,,
SWEET_039,"Cookies, Shortbread",6,ingredient,cornstarch,1/4 cup,Cornstarch,20027,g,31,1,optional;section=shortbread,,
SWEET_040,Buttermilk Pie,0,dish,,custom (g),,,custom (g),100.0,1,,,
SWEET_040,Buttermilk Pie,1,ingredient,all-purpose enriched white flour,1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,188,1,section=crust,,
SWEET_040,Buttermilk Pie,2,ingredient,unsalted butter,"9 1/2 tablespoons, chilled","Butter, without salt",1145,g,135,1,section=crust,,
SWEET_040,Buttermilk Pie,3,ingredient,salt,1/2 teaspoon + pinch,"Salt, table",2047,g,3.6,1,section=crust,,
SWEET_040,Buttermilk Pie,4,ingredient,sugar,1/2 teaspoon + pinch,"Sugars, granulated",19335,g,2.5,1,section=crust,,
SWEET_040,Buttermilk Pie,5,ingredient,ice water,4 tablespoons + 1 teaspoon,"Water, tap, drinking",14411,g,72,1,section=crust,,
SWEET_040,Buttermilk Pie,6,ingredient,sugar,1 1/2 cups,"Sugars, granulated",19335,g,300,1,section=filling,,
SWEET_040,Buttermilk Pie,7,ingredient,unsalted butter,"1/2 cup, melted","Butter, without salt",1145,g,113,1,section=filling,,
SWEET_040,Buttermilk Pie,8,ingredient,large egg,3 large eggs,"Egg, whole, raw, fresh",1123,g,150,1,section=filling,,
SWEET_040,Buttermilk Pie,9,ingredient,whole buttermilk,1 cup,"Milk, buttermilk, fluid, whole",1230,g,244,1,section=filling,,
SWEET_040,Buttermilk Pie,10,ingredient,all-purpose enriched white flour,3 tablespoons,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,24,1,section=filling,,
SWEET_040,Buttermilk Pie,11,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=filling,,
SWEET_040,Buttermilk Pie,12,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=filling,,
SWEET_040,Buttermilk Pie,13,ingredient,ground nutmeg,1/4 teaspoon,"Spices, nutmeg, ground",2025,g,0.5,1,section=filling,,
SWEET_040,Buttermilk Pie,14,ingredient,lemon zest,1 teaspoon,"Lemon peel, raw",9156,g,2,1,section=filling,,
